lens_type,stage,store_location,inventory_available,elapsed_hours,sla_hours,days_in_current_stage,breached
Bifocal,Production,Kolkata,1,74,48,5,1
Bifocal,Order Placed,Durgapur,0,8,48,5,1
Single Vision,Lens Allocated,Kolkata,1,44,24,1,1
Progressive,Packed,Kolkata,0,74,72,0,1
Single Vision,QC,Mumbai,1,67,24,2,1
Progressive,Shipped,Mumbai,0,78,72,3,1
Single Vision,Lens Allocated,Delhi,1,26,24,1,0
Single Vision,Production,Bangalore,1,30,24,3,1
Progressive,Packed,Delhi,0,15,72,0,1
Single Vision,Shipped,Mumbai,1,20,24,4,1
Bifocal,Shipped,Delhi,0,20,48,1,0
Progressive,Packed,Durgapur,0,18,72,3,1
Progressive,Prescription Verified,Bangalore,1,42,72,2,0
Bifocal,Prescription Verified,Kolkata,0,42,48,4,1
Bifocal,Lens Allocated,Durgapur,0,65,48,0,1
Single Vision,Shipped,Bangalore,1,3,24,5,0
Single Vision,Lens Allocated,Mumbai,0,47,24,4,1
Single Vision,Production,Delhi,0,44,24,4,1
Progressive,Order Placed,Bangalore,0,37,72,3,1
Progressive,QC,Delhi,0,51,72,4,0
Bifocal,Prescription Verified,Bangalore,1,44,48,2,1
Bifocal,Prescription Verified,Durgapur,1,53,48,2,0
Single Vision,Lens Allocated,Bangalore,1,26,24,5,1
Progressive,QC,Bangalore,1,85,72,3,1
Single Vision,Order Placed,Bangalore,0,79,24,1,1
Single Vision,QC,Delhi,0,37,24,1,1
Single Vision,Shipped,Bangalore,0,42,24,4,1
Single Vision,Lens Allocated,Kolkata,0,38,24,0,1
Single Vision,Prescription Verified,Delhi,1,18,24,2,0
Progressive,Order Placed,Bangalore,0,9,72,1,0
Progressive,Order Placed,Delhi,0,69,72,4,1
Single Vision,Lens Allocated,Kolkata,0,35,24,2,1
Single Vision,QC,Mumbai,1,89,24,5,1
Bifocal,Production,Kolkata,1,39,48,1,1
Bifocal,Order Placed,Kolkata,0,93,48,4,1
Progressive,Order Placed,Mumbai,1,99,72,0,1
Bifocal,Order Placed,Bangalore,0,52,48,1,1
Single Vision,Lens Allocated,Bangalore,1,91,24,1,0
Bifocal,QC,Kolkata,0,57,48,2,1
Single Vision,Lens Allocated,Kolkata,1,7,24,1,0
Bifocal,Lens Allocated,Mumbai,1,42,48,0,0
Progressive,QC,Durgapur,0,76,72,0,1
Progressive,Shipped,Bangalore,1,61,72,0,1
Progressive,Prescription Verified,Bangalore,1,69,72,2,1
Progressive,Prescription Verified,Bangalore,1,11,72,0,0
Progressive,Production,Kolkata,1,36,72,3,0
Progressive,Production,Delhi,1,39,72,3,0
Single Vision,Lens Allocated,Bangalore,0,31,24,2,1
Progressive,Prescription Verified,Delhi,1,47,72,2,0
Bifocal,Production,Bangalore,1,21,48,3,0
Progressive,Shipped,Durgapur,1,19,72,5,0
Bifocal,Shipped,Delhi,0,100,48,1,0
Single Vision,Lens Allocated,Mumbai,0,78,24,1,1
Single Vision,Prescription Verified,Delhi,1,90,24,1,0
Bifocal,Shipped,Bangalore,1,74,48,3,1
Single Vision,Prescription Verified,Delhi,0,87,24,4,1
Single Vision,QC,Bangalore,0,93,24,2,1
Single Vision,Lens Allocated,Bangalore,1,80,24,5,0
Bifocal,Packed,Delhi,0,53,48,4,1
Bifocal,QC,Durgapur,1,67,48,4,1
Single Vision,QC,Durgapur,1,62,24,5,0
Single Vision,Order Placed,Kolkata,1,86,24,2,0
Single Vision,Packed,Kolkata,1,64,24,3,1
Bifocal,Lens Allocated,Durgapur,0,22,48,5,1
Single Vision,Lens Allocated,Bangalore,0,20,24,5,1
Bifocal,Packed,Durgapur,0,49,48,5,1
Progressive,QC,Bangalore,0,44,72,0,1
Bifocal,Order Placed,Delhi,1,66,48,3,0
Bifocal,Packed,Kolkata,0,25,48,5,1
Bifocal,QC,Delhi,1,88,48,1,1
Bifocal,Packed,Mumbai,1,37,48,0,0
Bifocal,Lens Allocated,Mumbai,1,3,48,3,0
Progressive,Shipped,Delhi,0,94,72,1,1
Bifocal,Prescription Verified,Durgapur,0,92,48,3,1
Progressive,Production,Durgapur,1,78,72,0,1
Bifocal,Order Placed,Delhi,1,85,48,2,1
Single Vision,Order Placed,Durgapur,0,20,24,1,1
Single Vision,Packed,Bangalore,1,28,24,5,1
Single Vision,Order Placed,Kolkata,0,44,24,1,1
Bifocal,QC,Mumbai,1,48,48,5,1
Single Vision,QC,Kolkata,1,80,24,1,1
Single Vision,Shipped,Bangalore,0,28,24,5,1
Single Vision,Production,Mumbai,1,43,24,2,1
Bifocal,Packed,Bangalore,1,67,48,3,1
Single Vision,Order Placed,Mumbai,1,69,24,0,1
Progressive,Order Placed,Mumbai,1,27,72,0,0
Bifocal,Lens Allocated,Bangalore,0,75,48,1,1
Progressive,Lens Allocated,Mumbai,1,66,72,5,1
Single Vision,Lens Allocated,Bangalore,1,100,24,0,0
Progressive,QC,Mumbai,0,90,72,2,1
Progressive,Order Placed,Durgapur,1,36,72,1,0
Progressive,Shipped,Mumbai,1,48,72,5,0
Single Vision,Packed,Kolkata,1,30,24,1,1
Single Vision,Order Placed,Bangalore,1,41,24,0,0
Bifocal,Prescription Verified,Bangalore,1,100,48,1,0
Progressive,Production,Bangalore,1,9,72,0,0
Single Vision,Packed,Kolkata,0,26,24,5,1
Bifocal,QC,Bangalore,0,14,48,3,1
Single Vision,QC,Mumbai,0,68,24,5,1
Progressive,Production,Bangalore,1,17,72,2,0
Bifocal,Order Placed,Delhi,1,25,48,2,0
Single Vision,QC,Durgapur,1,17,24,0,0
Single Vision,Prescription Verified,Kolkata,1,32,24,1,0
Progressive,QC,Kolkata,1,46,72,2,1
Progressive,Packed,Bangalore,0,63,72,2,1
Progressive,Lens Allocated,Delhi,1,72,72,1,1
Progressive,QC,Delhi,0,18,72,0,1
Single Vision,Production,Mumbai,1,1,24,4,0
Progressive,Shipped,Bangalore,1,39,72,5,0
Bifocal,Prescription Verified,Mumbai,1,57,48,0,0
Progressive,Packed,Mumbai,0,60,72,2,1
Bifocal,Lens Allocated,Bangalore,0,18,48,5,1
Bifocal,QC,Kolkata,1,21,48,2,0
Bifocal,Shipped,Durgapur,1,65,48,2,1
Progressive,Packed,Durgapur,1,6,72,4,0
Single Vision,Prescription Verified,Mumbai,0,35,24,2,1
Progressive,Prescription Verified,Kolkata,1,82,72,2,1
Progressive,Order Placed,Bangalore,0,32,72,2,0
Single Vision,Production,Durgapur,1,4,24,4,0
Progressive,Shipped,Delhi,0,47,72,3,1
Bifocal,Shipped,Bangalore,1,12,48,3,0
Progressive,Prescription Verified,Mumbai,0,79,72,3,1
Bifocal,QC,Bangalore,1,98,48,4,1
Progressive,Production,Bangalore,1,29,72,4,0
Single Vision,Shipped,Delhi,1,35,24,4,1
Progressive,Shipped,Bangalore,0,71,72,0,1
Progressive,Prescription Verified,Durgapur,0,91,72,3,1
Single Vision,Lens Allocated,Durgapur,0,54,24,0,1
Progressive,Order Placed,Durgapur,0,72,72,0,1
Progressive,Production,Mumbai,1,4,72,3,0
Bifocal,Shipped,Bangalore,0,42,48,1,1
Progressive,Shipped,Durgapur,1,21,72,5,0
Progressive,Order Placed,Bangalore,1,60,72,5,1
Single Vision,Prescription Verified,Durgapur,1,87,24,5,1
Single Vision,Prescription Verified,Bangalore,1,85,24,3,1
Bifocal,Packed,Delhi,0,84,48,2,1
Progressive,Production,Kolkata,1,92,72,5,1
Bifocal,Lens Allocated,Kolkata,1,65,48,0,0
Single Vision,Production,Mumbai,1,97,24,1,1
Progressive,Packed,Delhi,1,28,72,4,0
Single Vision,Production,Delhi,0,67,24,3,1
Progressive,Lens Allocated,Bangalore,0,36,72,4,1
Single Vision,Order Placed,Durgapur,0,41,24,0,1
Bifocal,QC,Delhi,1,11,48,2,0
Bifocal,Lens Allocated,Kolkata,0,73,48,0,1
Bifocal,Shipped,Bangalore,1,27,48,4,0
Single Vision,QC,Bangalore,0,22,24,5,1
Bifocal,QC,Durgapur,0,16,48,4,1
Single Vision,QC,Durgapur,0,11,24,1,1
Progressive,Production,Bangalore,1,87,72,0,0
Single Vision,Shipped,Bangalore,1,18,24,2,0
Progressive,Packed,Delhi,1,17,72,1,0
Progressive,Production,Mumbai,0,19,72,2,1
Progressive,Packed,Durgapur,1,19,72,3,0
Progressive,Prescription Verified,Durgapur,0,35,72,1,0
Single Vision,Prescription Verified,Bangalore,1,73,24,1,0
Bifocal,Shipped,Kolkata,1,18,48,1,0
Single Vision,Lens Allocated,Durgapur,1,26,24,4,1
Progressive,Prescription Verified,Bangalore,1,77,72,5,1
Progressive,QC,Bangalore,1,88,72,1,1
Bifocal,Packed,Durgapur,0,91,48,5,1
Progressive,Lens Allocated,Durgapur,1,94,72,4,1
Progressive,Order Placed,Delhi,1,60,72,0,1
Bifocal,Lens Allocated,Durgapur,1,70,48,3,1
Single Vision,Shipped,Bangalore,0,45,24,3,1
Single Vision,Order Placed,Bangalore,0,50,24,2,1
Progressive,Lens Allocated,Mumbai,1,38,72,2,0
Single Vision,QC,Durgapur,1,99,24,2,1
Bifocal,Lens Allocated,Mumbai,0,92,48,5,1
Single Vision,Order Placed,Mumbai,0,4,24,0,0
Single Vision,Production,Delhi,0,90,24,1,1
Progressive,Lens Allocated,Kolkata,1,52,72,0,0
Bifocal,Production,Mumbai,0,31,48,3,1
Bifocal,Shipped,Kolkata,1,72,48,5,0
Progressive,Lens Allocated,Kolkata,1,41,72,1,0
Bifocal,Production,Mumbai,0,36,48,4,1
Bifocal,Lens Allocated,Delhi,0,87,48,0,1
Single Vision,Production,Mumbai,1,5,24,3,0
Bifocal,Shipped,Bangalore,1,34,48,3,0
Progressive,Lens Allocated,Bangalore,1,97,72,2,1
Progressive,Lens Allocated,Mumbai,1,31,72,3,0
Bifocal,Production,Delhi,1,54,48,3,1
Single Vision,Lens Allocated,Bangalore,1,15,24,1,0
Progressive,Packed,Delhi,1,6,72,5,0
Single Vision,QC,Durgapur,0,78,24,3,0
Bifocal,Order Placed,Delhi,0,48,48,3,1
Progressive,Shipped,Delhi,1,100,72,0,1
Single Vision,Shipped,Bangalore,1,97,24,4,1
Progressive,Packed,Mumbai,0,68,72,3,0
Single Vision,Packed,Bangalore,1,56,24,2,0
Bifocal,Shipped,Durgapur,1,69,48,1,1
Single Vision,Production,Bangalore,1,96,24,3,1
Single Vision,Lens Allocated,Delhi,0,65,24,0,1
Bifocal,Production,Bangalore,1,13,48,4,0
Progressive,QC,Kolkata,1,23,72,1,0
Progressive,Production,Kolkata,0,70,72,3,1
Bifocal,Order Placed,Mumbai,1,89,48,4,1
Bifocal,Packed,Durgapur,1,2,48,0,0
Bifocal,Shipped,Bangalore,0,54,48,1,1
Bifocal,QC,Mumbai,1,38,48,0,0
Bifocal,Order Placed,Delhi,0,49,48,5,1
Progressive,QC,Bangalore,1,33,72,4,0
Single Vision,QC,Bangalore,0,8,24,3,0
Single Vision,Shipped,Durgapur,1,62,24,0,0
Bifocal,Production,Mumbai,1,72,48,4,1
Progressive,Packed,Bangalore,0,41,72,2,0
Progressive,QC,Kolkata,0,48,72,1,1
Progressive,Shipped,Delhi,1,84,72,2,1
Single Vision,Packed,Mumbai,1,62,24,4,1
Bifocal,Production,Kolkata,1,29,48,2,0
Bifocal,Order Placed,Bangalore,0,8,48,2,0
Progressive,QC,Delhi,0,67,72,4,1
Bifocal,Prescription Verified,Delhi,0,31,48,4,1
Bifocal,Lens Allocated,Durgapur,0,19,48,1,0
Single Vision,Packed,Durgapur,1,94,24,4,1
Progressive,Packed,Mumbai,1,23,72,2,0
Single Vision,Production,Kolkata,0,66,24,1,1
Single Vision,Order Placed,Kolkata,0,3,24,2,0
Progressive,Production,Bangalore,1,36,72,4,0
Progressive,Production,Bangalore,1,5,72,0,0
Single Vision,Prescription Verified,Mumbai,1,15,24,2,0
Single Vision,Shipped,Durgapur,1,19,24,2,0
Single Vision,Prescription Verified,Bangalore,1,26,24,5,1
Single Vision,QC,Durgapur,1,12,24,1,0
Progressive,QC,Mumbai,1,48,72,3,1
Single Vision,Lens Allocated,Mumbai,0,16,24,3,1
Progressive,Lens Allocated,Bangalore,0,70,72,0,1
Progressive,Order Placed,Delhi,1,14,72,4,0
Single Vision,Lens Allocated,Mumbai,0,40,24,5,1
Progressive,Shipped,Kolkata,1,75,72,2,1
Bifocal,Shipped,Delhi,0,40,48,3,1
Single Vision,Lens Allocated,Delhi,1,71,24,2,0
Bifocal,Shipped,Bangalore,1,99,48,0,0
Single Vision,Lens Allocated,Mumbai,1,10,24,0,0
Single Vision,Order Placed,Bangalore,1,62,24,5,0
Progressive,Order Placed,Mumbai,1,48,72,1,0
Single Vision,QC,Durgapur,1,98,24,4,1
Progressive,QC,Durgapur,1,13,72,3,0
Progressive,Order Placed,Mumbai,0,63,72,4,1
Bifocal,QC,Mumbai,1,38,48,0,1
Progressive,Lens Allocated,Bangalore,0,58,72,0,1
Progressive,Lens Allocated,Delhi,0,46,72,3,1
Progressive,Production,Mumbai,1,30,72,5,0
Single Vision,Shipped,Delhi,1,41,24,1,1
Single Vision,Lens Allocated,Delhi,0,89,24,2,1
Bifocal,Lens Allocated,Durgapur,0,30,48,5,1
Progressive,Shipped,Delhi,1,34,72,1,0
Bifocal,Order Placed,Bangalore,1,45,48,4,1
Bifocal,Production,Durgapur,0,3,48,0,1
Progressive,Production,Mumbai,1,45,72,1,1
Progressive,Prescription Verified,Bangalore,0,7,72,3,1
Progressive,Packed,Mumbai,1,49,72,5,1
Single Vision,Lens Allocated,Kolkata,0,66,24,1,1
Bifocal,Production,Kolkata,1,35,48,2,0
Progressive,Packed,Mumbai,1,85,72,1,1
Progressive,Lens Allocated,Delhi,0,27,72,1,0
Progressive,Order Placed,Durgapur,1,97,72,3,1
Bifocal,Production,Kolkata,0,62,48,3,1
Bifocal,Prescription Verified,Delhi,1,90,48,0,0
Single Vision,Packed,Kolkata,0,15,24,1,1
Single Vision,Shipped,Kolkata,1,71,24,0,0
Bifocal,Order Placed,Delhi,1,41,48,2,0
Progressive,Prescription Verified,Durgapur,1,16,72,0,1
Bifocal,Shipped,Delhi,1,78,48,0,0
Progressive,Packed,Delhi,1,14,72,2,0
Single Vision,Lens Allocated,Bangalore,1,34,24,0,0
Bifocal,Packed,Bangalore,1,25,48,4,0
Bifocal,QC,Durgapur,1,88,48,1,1
Single Vision,Production,Bangalore,0,88,24,0,1
Progressive,Prescription Verified,Delhi,0,68,72,2,1
Single Vision,Prescription Verified,Bangalore,1,64,24,3,1
Progressive,Shipped,Durgapur,0,77,72,0,1
Bifocal,Shipped,Kolkata,0,69,48,2,0
Progressive,QC,Mumbai,0,90,72,5,1
Bifocal,Lens Allocated,Kolkata,0,36,48,0,1
Single Vision,Production,Kolkata,0,89,24,5,1
Progressive,Lens Allocated,Delhi,0,3,72,4,1
Bifocal,Shipped,Delhi,1,48,48,5,1
Progressive,Prescription Verified,Delhi,0,53,72,0,1
Progressive,Order Placed,Bangalore,1,35,72,4,1
Progressive,QC,Kolkata,1,99,72,5,1
Single Vision,Packed,Bangalore,0,3,24,2,1
Bifocal,Packed,Delhi,1,62,48,4,1
Bifocal,Packed,Durgapur,0,81,48,1,1
Bifocal,Prescription Verified,Durgapur,0,41,48,5,1
Progressive,Prescription Verified,Mumbai,1,7,72,2,0
Progressive,Prescription Verified,Durgapur,0,93,72,2,1
Bifocal,Packed,Kolkata,1,17,48,3,0
Bifocal,Production,Mumbai,0,98,48,2,1
Bifocal,QC,Delhi,1,79,48,0,1
Bifocal,Order Placed,Mumbai,0,72,48,3,1
Bifocal,Order Placed,Bangalore,0,23,48,5,1
Single Vision,Packed,Delhi,0,77,24,4,1
Single Vision,Shipped,Delhi,0,53,24,0,1
Single Vision,Prescription Verified,Durgapur,0,13,24,3,1
Bifocal,Lens Allocated,Bangalore,1,39,48,2,0
Bifocal,Prescription Verified,Bangalore,0,80,48,3,1
Bifocal,Lens Allocated,Bangalore,1,93,48,4,1
Progressive,Prescription Verified,Delhi,1,36,72,5,1
Progressive,QC,Mumbai,1,47,72,3,1
Single Vision,Prescription Verified,Kolkata,0,94,24,1,1
Single Vision,Shipped,Delhi,0,24,24,3,1
Progressive,Shipped,Delhi,1,57,72,3,1
Bifocal,Lens Allocated,Delhi,0,32,48,4,1
Bifocal,Order Placed,Bangalore,1,10,48,5,0
Single Vision,Production,Mumbai,1,92,24,0,1
Bifocal,Packed,Bangalore,0,17,48,2,0
Bifocal,Lens Allocated,Durgapur,1,80,48,5,1
Progressive,Production,Kolkata,1,3,72,5,0
Progressive,Shipped,Durgapur,0,5,72,5,1
Bifocal,QC,Delhi,1,97,48,2,1
Bifocal,Lens Allocated,Durgapur,0,70,48,0,1
Bifocal,Packed,Delhi,1,26,48,5,0
Bifocal,Order Placed,Delhi,1,91,48,1,0
Single Vision,Lens Allocated,Mumbai,0,38,24,3,1
Single Vision,Shipped,Bangalore,1,54,24,0,0
Bifocal,QC,Bangalore,0,95,48,2,1
Bifocal,Packed,Kolkata,0,55,48,5,0
Bifocal,QC,Bangalore,0,63,48,2,1
Bifocal,Shipped,Bangalore,0,97,48,2,1
Single Vision,Prescription Verified,Delhi,0,65,24,4,1
Single Vision,Lens Allocated,Kolkata,1,81,24,4,1
Single Vision,Prescription Verified,Durgapur,1,57,24,4,1
Progressive,Lens Allocated,Kolkata,0,17,72,3,1
Bifocal,Shipped,Mumbai,1,27,48,1,0
Progressive,Lens Allocated,Delhi,0,26,72,3,1
Progressive,Order Placed,Mumbai,0,61,72,3,1
Bifocal,Production,Kolkata,1,97,48,0,1
Single Vision,Order Placed,Delhi,1,93,24,3,0
Progressive,Production,Kolkata,1,27,72,5,0
Progressive,QC,Bangalore,1,68,72,1,1
Progressive,Packed,Kolkata,1,83,72,2,0
Single Vision,Order Placed,Delhi,0,66,24,1,1
Single Vision,Shipped,Delhi,1,87,24,4,1
Single Vision,Packed,Kolkata,0,47,24,3,1
Bifocal,Shipped,Durgapur,1,26,48,2,0
Bifocal,Lens Allocated,Durgapur,0,16,48,0,0
Single Vision,Packed,Bangalore,0,68,24,2,1
Bifocal,Prescription Verified,Delhi,0,70,48,1,1
Single Vision,QC,Mumbai,1,91,24,2,1
Bifocal,QC,Durgapur,1,92,48,5,1
Bifocal,Prescription Verified,Bangalore,1,30,48,4,1
Bifocal,Order Placed,Mumbai,1,93,48,2,0
Single Vision,Prescription Verified,Kolkata,1,64,24,2,1
Bifocal,Prescription Verified,Durgapur,1,3,48,5,0
Progressive,Production,Kolkata,0,5,72,0,1
Single Vision,Shipped,Mumbai,1,67,24,3,1
Progressive,Lens Allocated,Durgapur,1,75,72,5,1
Progressive,Prescription Verified,Delhi,0,49,72,3,1
Bifocal,Packed,Bangalore,0,92,48,0,0
Progressive,Prescription Verified,Delhi,1,40,72,4,0
Progressive,QC,Bangalore,1,47,72,5,1
Bifocal,Order Placed,Bangalore,1,14,48,2,0
Bifocal,Order Placed,Mumbai,1,40,48,4,1
Single Vision,Prescription Verified,Mumbai,0,44,24,5,1
Single Vision,Shipped,Durgapur,1,95,24,3,0
Bifocal,Production,Durgapur,0,23,48,5,1
Bifocal,QC,Delhi,0,87,48,3,1
Bifocal,Production,Kolkata,1,76,48,0,1
Progressive,Prescription Verified,Mumbai,0,28,72,2,1
Single Vision,Production,Delhi,1,26,24,1,1
Bifocal,Shipped,Mumbai,1,55,48,0,0
Single Vision,Packed,Delhi,1,35,24,3,1
Single Vision,Packed,Delhi,0,95,24,5,1
Progressive,Order Placed,Mumbai,1,8,72,0,0
Progressive,Packed,Durgapur,0,49,72,0,0
Progressive,Shipped,Kolkata,1,34,72,4,0
Bifocal,Prescription Verified,Bangalore,0,58,48,4,1
Bifocal,Shipped,Mumbai,1,3,48,1,0
Progressive,Prescription Verified,Mumbai,0,32,72,3,1
Progressive,Order Placed,Mumbai,1,72,72,3,1
Bifocal,Prescription Verified,Delhi,1,82,48,1,0
Progressive,Lens Allocated,Delhi,0,29,72,5,1
Single Vision,Packed,Bangalore,0,88,24,1,1
Progressive,Order Placed,Delhi,1,96,72,3,1
Single Vision,Shipped,Bangalore,1,73,24,5,1
Progressive,Order Placed,Bangalore,1,13,72,4,0
Bifocal,QC,Bangalore,0,34,48,0,0
Bifocal,Shipped,Delhi,0,67,48,4,1
Bifocal,Lens Allocated,Kolkata,0,23,48,5,1
Progressive,Packed,Durgapur,0,92,72,4,1
Single Vision,Lens Allocated,Delhi,1,49,24,1,0
Single Vision,QC,Delhi,0,60,24,5,1
Single Vision,Prescription Verified,Durgapur,0,80,24,5,0
Bifocal,Shipped,Bangalore,1,18,48,5,0
Bifocal,Order Placed,Bangalore,0,60,48,3,1
Bifocal,Production,Delhi,1,29,48,2,0
Progressive,Order Placed,Durgapur,1,40,72,3,0
Single Vision,Prescription Verified,Kolkata,0,42,24,2,1
Progressive,Lens Allocated,Bangalore,0,24,72,3,1
Bifocal,Shipped,Bangalore,0,93,48,3,1
Single Vision,Production,Delhi,1,79,24,2,0
Progressive,Packed,Durgapur,1,46,72,5,0
Progressive,Prescription Verified,Bangalore,1,9,72,0,0
Single Vision,Production,Kolkata,0,57,24,3,1
Bifocal,QC,Mumbai,1,20,48,2,0
Progressive,Shipped,Kolkata,0,69,72,1,1
Bifocal,Prescription Verified,Durgapur,1,85,48,5,1
Progressive,Packed,Mumbai,0,45,72,5,1
Progressive,Production,Bangalore,1,22,72,2,0
Bifocal,Lens Allocated,Mumbai,1,38,48,2,0
Bifocal,Order Placed,Mumbai,1,87,48,4,1
Single Vision,Shipped,Kolkata,1,30,24,4,1
Single Vision,Prescription Verified,Delhi,0,65,24,5,0
Single Vision,QC,Durgapur,0,59,24,4,1
Progressive,Order Placed,Bangalore,1,31,72,1,0
Progressive,Production,Mumbai,1,18,72,2,0
Progressive,Prescription Verified,Bangalore,0,14,72,4,0
Bifocal,Production,Mumbai,0,39,48,5,1
Bifocal,Shipped,Mumbai,0,77,48,1,1
Progressive,Order Placed,Bangalore,1,86,72,2,1
Progressive,Production,Bangalore,1,13,72,2,0
Progressive,Shipped,Durgapur,1,71,72,2,1
Single Vision,Order Placed,Kolkata,0,57,24,0,1
Single Vision,Production,Delhi,0,27,24,2,1
Single Vision,Lens Allocated,Kolkata,0,89,24,2,1
Bifocal,Packed,Kolkata,1,22,48,5,0
Progressive,Packed,Bangalore,1,41,72,3,0
Bifocal,Order Placed,Durgapur,1,64,48,1,0
Progressive,Packed,Durgapur,1,90,72,1,1
Single Vision,Packed,Durgapur,0,98,24,5,1
Progressive,Prescription Verified,Kolkata,1,1,72,5,0
Progressive,Production,Durgapur,1,53,72,0,0
Progressive,Packed,Delhi,0,77,72,4,1
Progressive,Production,Durgapur,1,46,72,1,1
Bifocal,Order Placed,Bangalore,0,99,48,1,1
Progressive,Production,Delhi,1,69,72,3,1
Bifocal,Shipped,Kolkata,0,68,48,5,1
Bifocal,Order Placed,Bangalore,0,96,48,1,1
Bifocal,Shipped,Delhi,0,13,48,5,1
Bifocal,QC,Durgapur,1,62,48,5,0
Progressive,Packed,Bangalore,1,37,72,2,0
Single Vision,Lens Allocated,Kolkata,0,61,24,3,1
Single Vision,QC,Bangalore,0,20,24,2,1
Single Vision,Packed,Mumbai,1,33,24,0,1
Single Vision,Shipped,Kolkata,1,52,24,0,0
Single Vision,Prescription Verified,Kolkata,0,81,24,5,1
Bifocal,Packed,Durgapur,1,89,48,3,1
Progressive,Packed,Kolkata,0,94,72,0,1
Progressive,Shipped,Kolkata,1,57,72,0,0
Bifocal,QC,Mumbai,0,51,48,0,1
Single Vision,Prescription Verified,Kolkata,1,20,24,5,1
Bifocal,Shipped,Bangalore,1,75,48,1,0
Progressive,Lens Allocated,Delhi,1,50,72,4,0
Progressive,Shipped,Bangalore,0,50,72,4,1
Bifocal,Packed,Kolkata,0,8,48,1,0
Single Vision,Lens Allocated,Durgapur,0,74,24,3,1
Bifocal,Packed,Durgapur,1,4,48,1,0
Single Vision,Shipped,Delhi,1,6,24,1,0
Progressive,QC,Durgapur,0,15,72,5,1
Progressive,Production,Durgapur,0,7,72,1,1
Single Vision,Shipped,Durgapur,0,36,24,4,1
Single Vision,Production,Mumbai,0,69,24,2,1
Single Vision,Order Placed,Durgapur,1,64,24,3,1
Single Vision,Lens Allocated,Mumbai,1,66,24,3,1
Progressive,Prescription Verified,Bangalore,0,9,72,5,1
Progressive,Prescription Verified,Delhi,1,50,72,4,1
Progressive,Packed,Delhi,0,59,72,1,1
Bifocal,QC,Delhi,0,72,48,4,0
Progressive,QC,Kolkata,1,20,72,2,0
Bifocal,Lens Allocated,Delhi,0,42,48,3,0
Bifocal,Packed,Mumbai,0,78,48,4,1
Progressive,Prescription Verified,Kolkata,0,29,72,0,1
Progressive,Order Placed,Delhi,1,79,72,3,1
Single Vision,Lens Allocated,Delhi,0,10,24,2,1
Single Vision,Production,Kolkata,0,75,24,2,0
Bifocal,Production,Mumbai,0,67,48,5,1
Progressive,QC,Durgapur,0,39,72,5,1
Single Vision,Lens Allocated,Delhi,0,53,24,0,1
Progressive,Prescription Verified,Durgapur,1,67,72,1,1
Single Vision,Production,Delhi,1,51,24,1,1
Bifocal,Order Placed,Kolkata,1,73,48,4,1
Bifocal,Packed,Kolkata,0,4,48,1,0
Single Vision,Lens Allocated,Kolkata,1,19,24,4,0
Single Vision,Shipped,Delhi,0,14,24,1,0
Progressive,Lens Allocated,Durgapur,0,46,72,2,1
Progressive,QC,Delhi,0,76,72,4,1
Single Vision,Shipped,Kolkata,0,89,24,4,1
Bifocal,Order Placed,Mumbai,1,39,48,2,0
Bifocal,Order Placed,Durgapur,0,40,48,1,1
Progressive,Packed,Durgapur,1,53,72,0,0
Progressive,Order Placed,Bangalore,1,44,72,5,0
Single Vision,Production,Delhi,0,72,24,2,1
Progressive,Lens Allocated,Bangalore,1,40,72,1,0
Progressive,Production,Durgapur,1,79,72,0,1
Bifocal,Prescription Verified,Delhi,1,32,48,1,0
Bifocal,Production,Kolkata,0,79,48,0,1
Single Vision,Lens Allocated,Bangalore,1,34,24,1,0
Bifocal,Prescription Verified,Kolkata,1,26,48,5,0
Progressive,Prescription Verified,Bangalore,0,30,72,4,1
Progressive,Lens Allocated,Durgapur,0,74,72,2,1
Single Vision,Packed,Delhi,0,2,24,5,1
Progressive,QC,Bangalore,0,84,72,5,1
Bifocal,Lens Allocated,Bangalore,1,87,48,4,1
Progressive,QC,Kolkata,1,34,72,2,0
Bifocal,Lens Allocated,Durgapur,1,50,48,5,1
Progressive,Lens Allocated,Mumbai,0,2,72,5,1
Progressive,Production,Kolkata,1,23,72,1,0
Bifocal,Production,Durgapur,1,93,48,1,1
Progressive,Lens Allocated,Delhi,0,74,72,0,1
Single Vision,Order Placed,Mumbai,1,75,24,2,1
Progressive,Order Placed,Mumbai,1,6,72,1,0
Single Vision,Prescription Verified,Durgapur,1,5,24,2,0
Progressive,QC,Mumbai,0,88,72,1,1
Single Vision,Order Placed,Mumbai,0,34,24,4,1
Progressive,Production,Bangalore,0,3,72,5,0
Progressive,Prescription Verified,Durgapur,1,80,72,2,1
Single Vision,QC,Bangalore,0,74,24,1,1
Bifocal,Shipped,Bangalore,1,76,48,0,0
Single Vision,Production,Kolkata,0,72,24,5,1
Progressive,Packed,Durgapur,0,98,72,0,1
Bifocal,Order Placed,Bangalore,1,21,48,3,0
Single Vision,Prescription Verified,Kolkata,0,89,24,2,1
Progressive,Shipped,Mumbai,1,39,72,0,1
Progressive,Lens Allocated,Bangalore,0,43,72,5,0
Single Vision,Order Placed,Durgapur,1,88,24,4,1
Bifocal,Prescription Verified,Delhi,0,69,48,5,1
Single Vision,Production,Mumbai,1,68,24,2,1
Single Vision,Order Placed,Bangalore,0,85,24,4,1
Progressive,Order Placed,Kolkata,0,94,72,0,1
